location,state,year,lat,long,Primary Funding Source ,fund_source,fund_type,length,volume,actual_cost,2013 CF$,cost_2013,$/CY,CY/Foot,Other Funding Info,Source/Comment
Collier County: Vanderbilt/Park Shore/Naples,FL,2006,26.203464,-81.816452,Federal,Federal,Emergency,"45,408.00","667,562.00","18,476,312.00",0.820,"22,532,087.80",https://www.colliergov.net/Home/ShowDocument%3Fid%3D21163&sa=U&ved=0ahUKEwis6pWU1b7MAhVG1B4KHYn-ADIQFggLMAI&client=internal-uds-cse&usg=AFQjCNGaPIcdie7nO3ZKEXrBsQ7TbW96kw,,,
Collier County: Wiggins State Park,FL,1993,26.281699,-81.830088,Federal,Federal,Navigation,0.00,"35,000.00","88,303.00",0.606,"145,714.52",,,,
Collier County: Wiggins State Park,FL,1995,26.281699,-81.830088,Federal,Federal,Navigation,0.00,"26,642.00",0.00,0.641,0.00,,,,
Coney Island,NY,1995,40.572843,-73.978114,Federal,Federal,Shore Protection,"18,340.00","2,800,000.00","9,000,000.00",0.641,"14,040,561.62",,,,
Coney Island,NY,2013,40.572843,-73.978114,Federal,Federal,Emergency,"4,000.00","600,000.00","7,229,450.00",0.978,"7,392,075.66",https://www.fbo.gov/index?s=opportunity&mode=form&tab=core&id=4703b60b3ba5ecea3c6e02cb39c05c3a&_cview=0,,,
Corpus Christi (Nueces County),TX,1998,27.821988,-97.386417,State,State,Unknown,0.00,"24,000.00","85,000.00",0.685,"124,087.59",,,,
Corpus Christi (Nueces County),TX,2001,27.821988,-97.386417,State,State,Unknown,"1,100.00","125,000.00","2,269,000.00",0.746,"3,041,554.96",,,,
Dam Neck Naval Base,VA,1996,36.796008,-75.961259,Federal,Federal,Shore Protection,"9,280.00","759,000.00","3,800,000.00",0.658,"5,775,075.99",,,,
Dam Neck Naval Base,VA,2004,36.796008,-75.961259,Federal,Federal,Shore Protection,"9,280.00","700,000.00",0.00,0.793,0.00,,,,
Dam Neck Naval Base,VA,2015,36.796008,-75.961259,Federal,Federal,Shore Protection,"9,280.00","700,000.00",0.00,0.995,0.00,,,,
Dare County,NC,2004,35.974950,-75.631943,Federal,Federal,Emergency,0.00,"383,000.00","5,100,000.00",0.793,"6,431,273.64",,,,
Daufuskie,SC,1998,32.113277,-80.8462,Private,Private,Unknown,"18,480.00","1,400,000.00","6,000,000.00",0.685,"8,759,124.09",,,,
Dauphin Island    ,AL,2000,30.249577,-88.173866,Federal,Federal,Emergency,"13,000.00","300,000.00","1,000,000.00",0.725,"1,379,310.34",,,,
Dauphin Island    ,AL,2016,30.249577,-88.173866,Federal,Federal,Ecosystem Restoration,"5,280.00","300,000.00","6,800,000.00",1.000,"6,800,000.00",http://www.al.com/news/mobile/index.ssf/2016/03/rebuilding_a_beach_dauphin_isl.html#incart_river_home,,,
Dead Neck,MA,2000,41.548978,-70.5233,Local,Local,Unknown,"2,000.00","187,300.00",0.00,0.725,0.00,https://static1.squarespace.com/static/52fa48c3e4b02281aef8feb2/t/53b57769e4b056f1fea32b8b/1404401513882/DN+Beach+Nourishment+MonitoringAnalysis+2010.pdf,,,
Dead Neck,MA,2000,41.548978,-70.5233,Local,Local,Unknown,"1,000.00","25,100.00",0.00,0.725,0.00,https://static1.squarespace.com/static/52fa48c3e4b02281aef8feb2/t/53b57769e4b056f1fea32b8b/1404401513882/DN+Beach+Nourishment+MonitoringAnalysis+2010.pdf,,,
Debidue,SC,1990,33.361942,-79.151065,Private,Private,Unknown,"10,032.00","200,000.00","1,000,000.00",0.571,"1,751,313.49",,,,
Debidue,SC,1998,33.361942,-79.151065,Private,Private,Unknown,"7,920.00","250,000.00","1,500,000.00",0.685,"2,189,781.02",,,,
Debidue,SC,2006,33.361942,-79.151065,Private,Private,Unknown,"7,920.00","600,000.00","5,600,000.00",0.847,"6,611,570.25",,,,
Debidue,SC,2015,33.361942,-79.151065,Private,Private,Unknown,"7,920.00","650,000.00","9,500,000.00",0.995,"9,547,738.69",https://issuu.com/debordieu/docs/debordieucolony_junenewsletter,,,
"Del Mar, San Diego County",CA,1998,32.959598,-117.268388,Federal,Federal,Navigation,0.00,"170,000.00",0.00,0.685,0.00,,,,
"Del Mar, San Diego County",CA,2001,32.959598,-117.268388,Federal,Federal,Shore Protection,"3,200.00","183,000.00",0.00,0.746,0.00,http://www.sandag.org/uploads/publicationid/publicationid_920_2338.pdf,,,
"Delta Beach, San Diego County",CA,1995,32.675194,-117.168556,Federal,Federal,Navigation,0.00,"60,000.00",0.00,0.641,0.00,,,,
Dewey Beach,DE,1993,38.69298,-75.07179,State,State,Unknown,"1,900.00","5,755.00","30,210.00",0.606,"49,851.49",190,,,
Dewey Beach,DE,1994,38.69298,-75.07179,Federal,Federal,Shore Protection,"1,385.00","14,004.00","60,000.00",0.621,"96,618.36",190,,,
Dewey Beach,DE,1994,38.69298,-75.07179,State,State,Unknown,"6,000.00","578,874.00","2,342,230.00",0.621,"3,771,706.92",190,,,
Dewey Beach,DE,1998,38.69298,-75.07179,State,State,Emergency,"6,095.00","453,500.00","1,948,000.00",0.685,"2,843,795.62",,,,
"Dockweiler Beach, Playa Del Rey, Los Angeles County",CA,1998,33.925842,-118.43399,Unknown,Unknown,Navigation,0.00,"123,300.00",0.00,0.685,0.00,,,,
"Dockweiler Beach, Playa Del Rey, Los Angeles County",CA,1999,33.925842,-118.43399,Local,Local,Navigation,0.00,"215,655.00",0.00,0.699,0.00,,,,
"Driftwood Beach, Blakely Island",WA,1999,48.586317,-122.807729,Unknown,Unknown,Unknown,900.00,"1,810.00","90,000.00",0.699,"128,755.36",,,,
Duck,NC,2017,36.195611,-75.75687,Local,Local,Shore Protection,"8,976.00","1,400,000.00","14,100,000.00",1.000,"14,100,000.00",http://www.darenc.com/government/beach-nourishment/project-history,,,
Duval County,FL,1996,30.394162,-81.405103,State,State,Unknown,"26,400.00",0.00,"7,590,000.00",0.658,"11,534,954.41",,,,
Duval County,FL,2005,30.394162,-81.405103,Federal,Federal,Emergency,0.00,0.00,"9,000,000.00",0.820,"10,975,609.76",,,,
Duval County,FL,2006,30.394162,-81.405103,Federal,Federal,Unknown,0.00,0.00,"300,000.00",0.847,"354,191.26",,,,
Duval County: Jacksonville Beach,FL,1992,30.285688,-81.387652,Federal,Federal,Shore Protection,"8,800.00","370,000.00","2,070,000.00",0.588,"3,520,408.16",,,,
Duval County: Jacksonville Beach,FL,1996,30.285688,-81.387652,Federal,Federal,Shore Protection,"39,600.00","1,240,000.00","7,400,000.00",0.658,"11,246,200.61",,,,
Duval County: Jacksonville Beach,FL,2003,30.285688,-81.387652,Federal,Federal,Shore Protection,"1,000.00",0.00,"3,000,000.00",0.775,"3,870,967.74",,,,
Duval County: Kathryn Abbey Hanna Park,FL,1990,30.369913,-81.397405,Federal,Federal,Navigation,0.00,"422,000.00","1,788,136.00",0.571,"3,131,586.69",,,,
Duval County: Kathryn Abbey Hanna Park,FL,1994,30.369913,-81.397405,Federal,Federal,Navigation,0.00,"700,000.00","3,301,887.00",0.621,"5,317,048.31",,,,
"East Beach, Santa Barbara",CA,1992,34.409813,-119.690552,Federal,Federal,Navigation,0.00,"600,000.00",0.00,0.588,0.00,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"East Beach, Santa Barbara",CA,1993,34.409813,-119.690552,Federal,Federal,Navigation,0.00,"600,000.00",0.00,0.606,0.00,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"East Beach, Santa Barbara",CA,1995,34.409813,-119.690552,Federal,Federal,Navigation,0.00,"600,000.00",0.00,0.641,0.00,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"East Beach, Santa Barbara",CA,1996,34.409813,-119.690552,Federal,Federal,Navigation,0.00,"600,000.00",0.00,0.658,0.00,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"East Beach, Santa Barbara",CA,1997,34.409813,-119.690552,Federal,Federal,Navigation,0.00,"600,000.00",0.00,0.676,0.00,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"East Beach, Santa Barbara",CA,2005,34.409813,-119.690552,Federal,Federal,Navigation,0.00,"600,000.00",0.00,0.820,0.00,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
East Grand Terre Island (BA-30),LA,2009,39.249936,-74.608426,State,State,Ecosystem Restoration,"14,784.00","3,300,000.00","25,400,000.00",0.901,"28,190,899.00",http://cimsgeo.coastal.louisiana.gov/outreach/OPL_Full_page.html,,,
"East Timbalier Island Sediment Restoration, Phase 1 (TE-25)",LA,2000,29.06608,-90.32357,Federal,Federal,Ecosystem Restoration,"12,000.00","1,004,000.00","2,158,600.00",0.725,"2,977,379.31",http://lacoast.gov/reports/gpfs/TE-25.pdf,,,
"East Timbalier Island Sediment Restoration, Phase 2 (TE-30)",LA,2000,29.069383,-90.31565,Federal,Federal,Ecosystem Restoration,"7,000.00","1,692,276.00","3,638,393.00",0.725,"5,018,473.10",http://lacoast.gov/reports/gpfs/TE-30.pdf,,,
Edisto Beach,SC,1995,32.477673,-80.336162,State,State,Unknown,"10,560.00","150,000.00","1,500,000.00",0.641,"2,340,093.60",,,,
Edisto Beach,SC,1999,32.477673,-80.336162,State,State,Unknown,0.00,"25,000.00","250,000.00",0.699,"357,653.79",,,,
Edisto Beach,SC,2006,32.477673,-80.336162,State,State,Unknown,"18,258.00","875,000.00","7,700,000.00",0.847,"9,090,909.09",,,,
Edisto Beach State Park,SC,2006,32.540373,-80.23718,State,State,Unknown,"3,200.00","181,728.00","1,593,866.00",0.847,"1,881,778.04",,,,
Ediz Hook,WA,1997,48.140472,-123.449051,Local,Local,Unknown,"6,160.00","100,000.00","5,878,740.00",0.676,"8,696,360.95",,,,
Emerald Isle,NC,2005,34.658308,-77.041197,Local,Local,Shore Protection,"23,760.00","690,868.00","11,400,000.00",0.820,"13,902,439.02",http://www.carteretcountync.gov/DocumentCenter/View/2809,,,
Emerald Isle,NC,2007,34.658308,-77.041197,Federal,Federal,Emergency,"27,663.00","648,447.00","6,568,992.40",0.871,"7,541,897.13",http://www.carteretcountync.gov/DocumentCenter/View/2813,,,
Emerald Isle,NC,2013,34.658308,-77.041197,Local,Local,Shore Protection,"21,989.00","472,230.00","4,294,619.00",0.978,"4,391,225.97",http://www.carteretcountync.gov/DocumentCenter/View/2818,,,
Emerald Isle,NC,2013,34.658308,-77.041197,Federal,Federal,Emergency,"21,989.00","649,790.00","10,067,903.00",0.978,"10,294,379.35",http://www.carteretcountync.gov/DocumentCenter/View/2821,,,
Emerald Isle,NC,2003,34.673133,-76.966696,Local,Local,Shore Protection,"31,111.00","1,867,726.00","11,800,000.00",0.775,"15,225,806.45",http://www.carteretcountync.gov/DocumentCenter/View/2803,,,
Emerald Isle,NC,2004,34.673133,-76.966696,Federal,Federal,Emergency,"12,500.00","156,000.00","1,800,000.00",0.793,"2,269,861.29",http://www.carteretcountync.gov/DocumentCenter/View/2805,,,
Emerald Isle Point,NC,1990,34.645027,-77.097867,Federal,Federal,Navigation,"2,000.00","56,000.00",0.00,0.571,0.00,http://www.carteretcountync.gov/DocumentCenter/View/2791,,,
Emerald Isle Point,NC,1993,34.645027,-77.097867,Federal,Federal,Navigation,"2,000.00","17,000.00",0.00,0.606,0.00,http://www.carteretcountync.gov/DocumentCenter/View/2792,,,
Emerald Isle Point,NC,1995,34.645027,-77.097867,Federal,Federal,Navigation,"2,000.00","33,000.00",0.00,0.641,0.00,http://www.carteretcountync.gov/DocumentCenter/View/2795,,,
Emerald Isle Point,NC,1996,34.645027,-77.097867,Federal,Federal,Navigation,"2,000.00","71,000.00",0.00,0.658,0.00,http://www.carteretcountync.gov/DocumentCenter/View/2796,,,
Emerald Isle Point,NC,1997,34.645027,-77.097867,Federal,Federal,Navigation,"2,000.00","39,000.00",0.00,0.676,0.00,http://www.carteretcountync.gov/DocumentCenter/View/2797,,,
Emerald Isle Point,NC,1999,34.645027,-77.097867,Federal,Federal,Navigation,"2,000.00","48,000.00",0.00,0.699,0.00,http://www.carteretcountync.gov/DocumentCenter/View/2798,,,
Emerald Isle Point,NC,2000,34.645027,-77.097867,Federal,Federal,Navigation,"2,000.00","16,000.00",0.00,0.725,0.00,http://www.carteretcountync.gov/DocumentCenter/View/2799,,,
Emerald Isle Point,NC,2003,34.645027,-77.097867,Federal,Federal,Navigation,"2,000.00","59,000.00",0.00,0.775,0.00,http://www.carteretcountync.gov/DocumentCenter/View/2804,,,
Emerald Isle Point,NC,2006,34.645027,-77.097867,Federal,Federal,Navigation,"2,000.00","77,000.00","1,034,482.00",0.847,"1,221,348.29",http://www.carteretcountync.gov/DocumentCenter/View/2811,,,
Emerald Isle Point,NC,2010,34.645027,-77.097867,Federal,Federal,Navigation,"2,000.00","74,000.00","757,782.00",0.916,"827,272.93",http://www.carteretcountync.gov/DocumentCenter/View/2817,,,
Emerald Isle Point,NC,2014,34.645027,-77.097867,Federal,Federal,Navigation,"2,000.00","50,000.00",0.00,0.994,0.00,http://www.carteretcountync.gov/DocumentCenter/View/2823,,,
Escambia County: Pensacola Beach,FL,2003,30.331602,-87.136892,Federal,Federal,Shore Protection,"42,768.00","4,248,300.00","20,000,000.00",0.775,"25,806,451.61",,,,
Escambia County: Pensacola Beach,FL,2006,30.331602,-87.136892,Federal,Federal,Emergency,"26,400.00","2,300,000.00","10,000,000.00",0.847,"11,806,375.44",,,,
Escambia County: Pensacola Beach,FL,2016,30.331602,-87.136892,State,State,Shore Protection,"42,768.00","1,750,000.00","17,000,000.00",1.000,"17,000,000.00",http://www.pnj.com/story/news/local/pensacola/beaches/2015/11/03/beach-renourishment-begins-month/75082806/,,,
Escambia County: Perdido Key,FL,1990,30.290515,-87.466578,Federal,Federal,Navigation,"24,544.00","5,362,597.00","12,497,578.00",0.571,"21,887,176.88",,,,
Escambia County: Perdido Key,FL,1991,30.290515,-87.466578,Federal,Federal,Navigation,"12,467.20","3,923,851.86",,0.571,,https://www.fws.gov/nc-es/ecoconf/Rakocinski%20pres.pdf,,,
Escambia County: Perdido Key,FL,2012,30.290515,-87.466578,Federal,Federal,Navigation,"9,843.00","523,180.00",,0.964,,http://www.bioone.org/doi/abs/10.2112/JCOASTRES-D-14-00087.1,,,
Fenwick Island,DE,1991,38.462461,-75.049388,Federal,Federal,Shore Protection,"1,600.00","126,800.00","443,603.00",0.571,"776,887.92",190,,,
Fenwick Island,DE,1992,38.462461,-75.049388,Federal,Federal,Shore Protection,"1,600.00","37,000.00","269,234.00",0.588,"457,880.95",190,,,
Fenwick Island,DE,1992,38.462461,-75.049388,State,State,Unknown,"4,150.00","144,900.00","716,916.00",0.588,"1,219,244.90",2,,,
Fenwick Island,DE,1994,38.462461,-75.049388,Federal,Federal,Emergency,"2,300.00","68,236.00","369,809.00",0.621,"595,505.64",190,,,
Fenwick Island,DE,1998,38.462461,-75.049388,State,State,Unknown,"2,800.00","141,100.00","926,390.00",0.685,"1,352,394.16",,,,
Fenwick Island,DE,2005,38.462461,-75.049388,Federal,Federal,Shore Protection,"6,500.00",0.00,"7,493,000.00",0.820,"9,137,804.88",,,,
Fenwick Island,DE,2011,38.462461,-75.049388,Federal,Federal,Emergency,"5,000.00","282,000.00","3,349,207.00",0.964,"3,474,281.12",,,,
Fenwick Island,DE,2012,38.462461,-75.049388,Federal,Federal,Shore Protection,"5,000.00","50,000.00","285,000.00",0.964,"295,643.15",,,,
Fenwick Island,DE,2013,38.462461,-75.049388,Federal,Federal,Emergency,"6,500.00","389,000.00","4,474,575.00",0.978,"4,575,230.06",https://www.fbo.gov/?s=opportunity&mode=form&tab=core&id=91defcdba46baa1b2b7b6f76c8004181&_cview=0,,,
Figure Eight Island - North End,NC,1993,34.287396,-77.721065,Private,Private,Shore Protection,"3,000.00","275,000.00",0.00,0.606,0.00,,,,
Figure Eight Island - North End,NC,1997,34.287396,-77.721065,Private,Private,Shore Protection,0.00,"250,000.00",0.00,0.676,0.00,,,,
Figure Eight Island - North End,NC,2005,34.287396,-77.721065,Local,Local,Shore Protection,0.00,"350,000.00",0.00,0.820,0.00,,,,
Figure Eight Island - North End,NC,2005,34.287396,-77.721065,Local,Local,Shore Protection,0.00,"261,235.00",0.00,0.820,0.00,,,,
Figure Eight Island - North End,NC,2009,34.287396,-77.721065,Local,Local,Shore Protection,0.00,"295,000.00",0.00,0.901,0.00,,,,
Figure Eight Island - North End,NC,2011,34.287396,-77.721065,Local,Local,Shore Protection,0.00,"275,000.00",0.00,0.964,0.00,,,,
Figure Eight Island - South End,NC,1992,34.252534,-77.758791,Private,Private,Shore Protection,0.00,"343,000.00",0.00,0.588,0.00,,,,
Figure Eight Island - South End,NC,1998,34.252534,-77.758791,Private,Private,Navigation,0.00,"450,000.00",0.00,0.685,0.00,,,,
Figure Eight Island - South End,NC,1999,34.252534,-77.758791,Private,Private,Navigation,"9,000.00","785,000.00",0.00,0.699,0.00,,,,
Figure Eight Island - South End,NC,2002,34.252534,-77.758791,Private,Private,Navigation,0.00,"500,572.00","2,753,146.00",0.758,"3,632,118.73",,,,
Figure Eight Island - South End,NC,2003,34.252534,-77.758791,Private,Private,Navigation,0.00,"90,000.00","495,000.00",0.775,"638,709.68",,,,
Figure Eight Island - South End,NC,2005,34.252534,-77.758791,Private,Private,Navigation,0.00,"183,000.00",0.00,0.820,0.00,,,,
Figure Eight Island - South End,NC,2006,34.252534,-77.758791,Private,Private,Navigation,0.00,"179,175.00",0.00,0.847,0.00,,,,
Figure Eight Island - South End,NC,2006,34.252534,-77.758791,Private,Private,Navigation,0.00,"148,969.00",0.00,0.847,0.00,,,,
Figure Eight Island - South End,NC,2009,34.252534,-77.758791,Private,Private,Navigation,0.00,"600,000.00",0.00,0.901,0.00,,,,
Figure Eight Island - South End,NC,2013,34.252534,-77.758791,Private,Private,Navigation,0.00,"300,000.00","2,178,600.00",0.978,"2,227,607.36",,,,
Fire Island: Central Fire Island,NY,2009,40.645567,-73.147527,Local,Local,Shore Protection,"8,115.00","594,398.00",0.00,0.901,0.00,,,,
Fire Island: Davis Park,NY,2009,40.683296,-73.003449,Local,Local,Shore Protection,"4,125.00","291,352.00",0.00,0.901,0.00,,,,
Fire Island: Fire Island Pines,NY,1994,40.663322,-73.067322,Local,Local,Unknown,"6,300.00","150,000.00","900,000.00",0.621,"1,449,275.36",,,,
Fire Island: Fire Island Pines,NY,2009,40.663322,-73.067322,Local,Local,Shore Protection,"6,785.00","491,784.00",0.00,0.901,0.00,,,,
Fire Island: Ocean Bay Park,NY,1994,40.646945,-73.139323,Local,Local,Unknown,"2,600.00","140,000.00","800,000.00",0.621,"1,288,244.77",,,,
Fire Island: Point O' Woods,NY,1994,40.649827,-73.127789,Local,Local,Unknown,"4,300.00","75,000.00","450,000.00",0.621,"724,637.68",,,,
Fire Island: Robert Moses State Park to Fire Island Lighthouse,NY,2015,40.621781,-73.261814,Federal,Federal,Emergency,"24,393.00","1,000,000.00","23,400,000.00",0.995,"23,517,587.94",http://www.nan.usace.army.mil/Media/NewsReleases/tabid/3948/Article/562830/army-corps-awards-second-contract-for-fire-island-dune-and-berm-construction-pr.aspx,,,
Fire Island: Saltaire/Fair Harbor/Dunewood,NY,1994,40.636167,-73.18903,Local,Local,Unknown,"8,500.00","550,000.00","3,000,000.00",0.621,"4,830,917.87",,,,
Fire Island: Seaview,NY,1994,40.645146,-73.147981,Local,Local,Unknown,"3,000.00","55,000.00","330,000.00",0.621,"531,400.97",,,,
Fire Island: Smith Point County Park,NY,2015,40.745184,-72.822535,Federal,Federal,Emergency,,"2,500,000.00","47,900,000.00",0.995,"48,140,703.52",http://www.nan.usace.army.mil/Media/NewsReleases/tabid/3948/Article/562830/army-corps-awards-second-contract-for-fire-island-dune-and-berm-construction-pr.aspx,,,
Fire Island: Water Island,NY,1996,40.674454,-73.029299,Local,Local,Unknown,"1,000.00","76,000.00","470,000.00",0.658,"714,285.71",,,,
Fire Island: Western Fire Island,NY,2009,40.636875,-73.186847,Local,Local,Shore Protection,"9,351.00","520,743.00",0.00,0.901,0.00,,,,
Fletcher Cove,CA,2001,32.991088,-117.274672,Federal,Federal,Shore Protection,"1,900.00","146,000.00",0.00,0.746,0.00,http://www.sandag.org/uploads/publicationid/publicationid_920_2338.pdf,,,
"Floral Point, SUBASE Bangor",WA,1997,47.72186,-122.746478,Federal,Federal,Unknown,0.00,0.00,0.00,0.676,0.00,,,,
Folly Beach,SC,1993,32.654263,-79.939721,Federal,Federal,Shore Protection,"27,984.00","2,800,000.00","15,000,000.00",0.606,"24,752,475.25",,,,
Folly Beach,SC,2005,32.654263,-79.939721,Federal,Federal,Shore Protection,"27,984.00","2,338,000.00","14,227,825.00",0.820,"17,351,006.10",,,,
Folly Beach,SC,2007,32.654263,-79.939721,Federal,Federal,Emergency,"10,032.00","485,000.00","8,185,024.00",0.871,"9,397,272.10",,,,
Folly Beach,SC,2014,32.654263,-79.939721,Federal,Federal,Shore Protection,"28,192.00","1,500,000.00","30,700,000.00",0.994,"30,885,311.87",http://www.abcnews4.com/story/24483751/folly-beach-renourishment-to-start-this-weekend,,,
Folly Beach Spit,SC,1990,32.641479,-79.965689,Federal,Federal,Navigation,"1,500.00","40,000.00","100,000.00",0.571,"175,131.35",,,,
Folly Beach Spit,SC,1990,32.641479,-79.965689,Federal,Federal,Navigation,"1,500.00","200,000.00","500,000.00",0.571,"875,656.74",,,,
Folly Beach Spit,SC,1998,32.641479,-79.965689,Federal,Federal,Navigation,"2,000.00","90,000.00","315,000.00",0.685,"459,854.01",,,,
Folly Beach Spit,SC,2000,32.641479,-79.965689,Federal,Federal,Navigation,"1,000.00","49,000.00","228,000.00",0.725,"314,482.76",,,,
Folly Beach Spit,SC,2013,32.641479,-79.965689,State,State,Unknown,"1,950.00","415,000.00","3,000,000.00",0.978,"3,067,484.66",http://www.sac.usace.army.mil/Portals/43/docs/regulatory/publicnotices/SAC-2012-00237-2G_CharlestonCounty_FollyBeachCountyParkStabilization.pdf,,,
Fort Macon,NC,1994,34.693603,-76.686759,Federal,Federal,Navigation,"8,000.00","2,192,268.00","1,897,363.00",0.621,"3,055,334.94",http://www.carteretcountync.gov/DocumentCenter/View/2794,,,
Fort Macon,NC,2002,34.693603,-76.686759,Federal,Federal,Navigation,"4,000.00","209,348.00",0.00,0.758,0.00,http://www.carteretcountync.gov/DocumentCenter/View/2800,,,
Fort Macon,NC,2005,34.693603,-76.686759,Federal,Federal,Navigation,"5,000.00","530,729.00","2,669,000.00",0.820,"3,254,878.05",http://www.carteretcountync.gov/DocumentCenter/View/2808,,,
Fort Macon,NC,2007,34.693603,-76.686759,Federal,Federal,Navigation,"2,000.00","184,828.00","5,344,000.00",0.871,"6,135,476.46",http://www.carteretcountync.gov/DocumentCenter/View/2812,,,
Fort Macon,NC,2011,34.693603,-76.686759,Federal,Federal,Navigation,"5,700.00","547,196.00","5,185,676.00",0.964,"5,379,331.95",http://www.carteretcountync.gov/DocumentCenter/View/2819,,,
Fort Macon,NC,2014,34.693603,-76.686759,Federal,Federal,Navigation,"6,000.00","585,067.00","4,973,757.00",0.994,"5,003,779.68",http://www.carteretcountync.gov/DocumentCenter/View/2824,,,
Galveston Island (Eastern half),TX,1998,29.235107,-94.882618,Unknown,Unknown,Unknown,"20,000.00","70,000.00",0.00,0.685,0.00,,,,
Galveston Island (Eastern half),TX,1999,29.235107,-94.882618,Unknown,Unknown,Unknown,"20,000.00","70,000.00",0.00,0.699,0.00,,,,
Galveston Island (Eastern half),TX,2000,29.235107,-94.882618,Unknown,Unknown,Unknown,"20,000.00","70,000.00",0.00,0.725,0.00,,,,
Galveston Island (West end of seawall),TX,2001,29.266784,-94.824929,State,State,Ecosystem Restoration,0.00,0.00,"500,000.00",0.746,"670,241.29",,,,
Galveston Island (West end of seawall),TX,2003,29.266784,-94.824929,State,State,Navigation,"1,500.00","80,000.00",0.00,0.775,0.00,,,,
Galveston Island (West end of seawall),TX,2004,29.266784,-94.824929,State,State,Ecosystem Restoration,0.00,"25,680.00","1,360,850.00",0.793,"1,716,078.18",,,,
Garden City Beach,SC,1990,33.581876,-78.993073,Federal,Federal,Emergency,"13,200.00","163,295.00","1,640,000.00",0.571,"2,872,154.12",,,,
Garden City Beach,SC,1997,33.581876,-78.993073,Federal,Federal,Shore Protection,"30,000.00","1,517,494.00","14,294,614.00",0.676,"21,145,878.70",,,,
Garden City Beach,SC,2008,33.581876,-78.993073,Federal,Federal,Shore Protection,"40,650.00","857,633.00","10,448,954.00",0.904,"11,558,577.43",,,,
Gilchrist East Subdivision,TX,2000,29.510396,-94.491777,Unknown,Unknown,Unknown,"17,640.00","44,100.00",0.00,0.725,0.00,,,,
Gilchrist East Subdivision,TX,2000,29.510396,-94.491777,Unknown,Unknown,Unknown,"5,280.00","297,474.00","1,549,115.00",0.725,"2,136,710.34",,,,
Gilchrist East Subdivision,TX,2003,29.510396,-94.491777,Unknown,Unknown,Unknown,"1,400.00","104,000.00",0.00,0.775,0.00,,,,
Gilchrist-Caplen Beach,TX,2001,29.498538,-94.522655,State,State,Shore Protection,"5,280.00","300,000.00","1,386,250.00",0.746,"1,858,243.97",,,,
Gilgo Beach,NY,1990,40.617373,-73.397169,Federal,Federal,Navigation,"14,000.00","797,000.00","4,882,000.00",0.571,"8,549,912.43",,,,
Gilgo Beach,NY,1992,40.617373,-73.397169,Federal,Federal,Navigation,"14,000.00","1,515,000.00","10,225,000.00",0.588,"17,389,455.78",,,,
Gilgo Beach,NY,1994,40.617373,-73.397169,Federal,Federal,Navigation,"18,000.00","1,500,000.00","11,183,000.00",0.621,"18,008,051.53",,,,
Gilgo Beach,NY,2000,40.617373,-73.397169,Federal,Federal,Navigation,0.00,"913,000.00","8,441,650.00",0.725,"11,643,655.17",,,,
Gilgo Beach,NY,2002,40.617373,-73.397169,Federal,Federal,Navigation,0.00,"1,444,831.00",0.00,0.758,0.00,,,,
Gilgo Beach,NY,2004,40.617373,-73.397169,Federal,Federal,Emergency,0.00,"953,263.00","8,467,709.00",0.793,"10,678,069.36",,,,
Gilgo Beach,NY,2008,40.617373,-73.397169,Federal,Federal,Navigation,0.00,"619,000.00",0.00,0.904,0.00,,,,
Gilgo Beach,NY,2013,40.617373,-73.397169,Federal,Federal,Emergency,0.00,"1,200,000.00","15,258,000.00",0.978,"15,601,226.99",https://www.fbo.gov/index?s=opportunity&mode=form&id=e2b54ce09cbb367ecaffe45753054a9a&tab=core&_cview=1,,,
Grand Isle,LA,1991,29.235874,-89.986632,Unknown,Unknown,Emergency,0.00,"1,422,000.00","10,934,000.00",0.571,"19,148,861.65",,,,
Grand Isle,LA,1994,29.235874,-89.986632,Federal,Federal,Shore Protection,0.00,"310,000.00","2,491,000.00",0.621,"4,011,272.14",,,,
Grand Isle,LA,2010,29.235874,-89.986632,Federal,Federal,Shore Protection,"38,544.00","450,000.00","50,000,000.00",0.916,"54,585,152.84",,,,
Great Gunn Beach,NY,1995,40.752751,-72.798758,Local,Local,Unknown,0.00,"40,000.00","155,340.00",0.641,"242,340.09",,,,
Great Salt Pond,RI,2009,41.223407,-71.576958,Federal,Federal,Navigation,0.00,"30,316.00","222,283.00",0.901,"246,706.99",,,,
Great South Beach,NY,1991,40.752751,-72.798758,Local,Local,Unknown,0.00,"3,000.00","10,435.00",0.571,"18,274.96",,,,
Gulf County: Cape San Blas/St. Joseph Peninsula Beach,FL,2009,29.718023,-85.38866,Local,Local,Shore Protection,"39,600.00","3,600,000.00","22,000,000.00",0.901,"24,417,314.10",,,,
